Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Date,Clicks,Impressions,Engagement_Score,Customer_Segment,Month,Month_Name
107332,Innovate Industries,Email,Men 18-24,30 days,Email,"0,07","$17.746,00","3,36",Houston,2021-01-22,964,1389,8,Tech Enthusiasts,1,January
107333,Alpha Innovations,Email,Women 35-44,30 days,Facebook,"0,03","$7.455,00","2,49",Chicago,2021-01-23,733,3892,9,Tech Enthusiasts,1,January
107334,TechCorp,Influencer,Women 35-44,30 days,Website,"0,13","$16.750,00","4,73",Los Angeles,2021-01-24,589,9273,6,Fashionistas,1,January
107335,Alpha Innovations,Social Media,Women 25-34,45 days,Website,"0,01","$17.134,00","6,69",Miami,2021-01-25,808,5782,1,Health & Wellness,1,January
107336,DataTech Solutions,Display,Women 35-44,15 days,YouTube,"0,13","$8.238,00","3,26",New York,2021-01-26,131,7104,8,Outdoor Adventurers,1,January
107337,TechCorp,Influencer,All Ages,30 days,Google Ads,"0,12","$13.280,00","3,33",Miami,2021-01-27,143,1875,9,Fashionistas,1,January
107338,NexGen Systems,Search,All Ages,60 days,Facebook,"0,12","$6.026,00","4,98",Chicago,2021-01-28,236,4012,5,Health & Wellness,1,January
107339,TechCorp,Search,Men 25-34,15 days,Email,"0,12","$18.801,00","4,54",New York,2021-01-29,471,6199,1,Fashionistas,1,January
107340,NexGen Systems,Email,Women 35-44,60 days,Email,"0,08","$6.182,00","4,63",Miami,2021-01-30,479,5159,9,Health & Wellness,1,January
107341,Innovate Industries,Social Media,Men 25-34,45 days,Facebook,"0,11","$12.310,00","2,68",Chicago,2021-01-31,467,7352,6,Outdoor Adventurers,1,January
107676,Innovate Industries,Search,Men 25-34,60 days,Email,"0,1","$12.082,00","6,2",Chicago,2021-01-01,807,1503,2,Tech Enthusiasts,1,January
107677,Innovate Industries,Influencer,Men 18-24,60 days,Instagram,"0,02","$13.761,00","5,27",Houston,2021-01-02,578,2472,9,Tech Enthusiasts,1,January
107678,TechCorp,Social Media,All Ages,45 days,Facebook,"0,01","$8.308,00","3,66",New York,2021-01-03,102,3921,7,Foodies,1,January
107679,NexGen Systems,Influencer,All Ages,60 days,Website,"0,02","$15.735,00","5,13",New York,2021-01-04,339,8696,9,Health & Wellness,1,January
107680,Innovate Industries,Email,Women 35-44,15 days,Email,"0,12","$19.034,00","2,2",Chicago,2021-01-05,969,1977,10,Fashionistas,1,January
107681,NexGen Systems,Social Media,Women 25-34,15 days,Instagram,"0,14","$14.577,00","3,82",Chicago,2021-01-06,469,6980,1,Tech Enthusiasts,1,January
107682,TechCorp,Search,Men 18-24,15 days,Website,"0,05","$18.477,00","3,38",Houston,2021-01-07,801,4617,10,Fashionistas,1,January
107683,DataTech Solutions,Search,Men 18-24,15 days,Instagram,"0,06","$18.026,00","5,65",Los Angeles,2021-01-08,448,7195,10,Health & Wellness,1,January
107684,Alpha Innovations,Email,Women 25-34,60 days,Facebook,"0,02","$8.099,00","3,68",Miami,2021-01-09,961,8611,2,Foodies,1,January
107685,DataTech Solutions,Influencer,Women 25-34,60 days,YouTube,"0,11","$5.009,00","2,99",Los Angeles,2021-01-10,687,9740,10,Fashionistas,1,January
107686,NexGen Systems,Search,Men 18-24,30 days,Google Ads,"0,04","$5.197,00","5,29",New York,2021-01-11,987,9322,9,Foodies,1,January
107687,TechCorp,Influencer,Women 35-44,30 days,Facebook,"0,11","$16.355,00","5,45",Miami,2021-01-12,684,6216,4,Fashionistas,1,January
107688,TechCorp,Email,Women 25-34,30 days,Website,"0,07","$12.677,00","4,87",New York,2021-01-13,161,6593,7,Outdoor Adventurers,1,January
107689,Innovate Industries,Influencer,All Ages,45 days,Instagram,"0,07","$17.024,00","7,32",Miami,2021-01-14,891,1183,9,Tech Enthusiasts,1,January
107690,DataTech Solutions,Search,Women 35-44,45 days,YouTube,"0,01","$7.105,00","3,54",New York,2021-01-15,175,1671,6,Health & Wellness,1,January
107691,Innovate Industries,Social Media,Women 25-34,60 days,YouTube,"0,07","$15.814,00","2,32",Chicago,2021-01-16,829,6119,9,Fashionistas,1,January
107692,Innovate Industries,Email,All Ages,30 days,Email,"0,07","$13.358,00","3,73",Los Angeles,2021-01-17,705,1836,1,Outdoor Adventurers,1,January
107693,DataTech Solutions,Email,All Ages,45 days,Instagram,"0,06","$9.651,00","2,76",Houston,2021-01-18,436,6064,7,Health & Wellness,1,January
107694,Alpha Innovations,Influencer,All Ages,15 days,Instagram,"0,02","$8.571,00","4,2",Los Angeles,2021-01-19,895,9453,9,Health & Wellness,1,January
107695,Innovate Industries,Email,Men 18-24,15 days,Instagram,"0,06","$17.383,00","6,16",Chicago,2021-01-20,702,6621,8,Outdoor Adventurers,1,January
107696,Innovate Industries,Email,Women 25-34,30 days,Google Ads,"0,06","$13.253,00","7,17",Miami,2021-01-21,624,4600,10,Fashionistas,1,January
107697,DataTech Solutions,Search,Women 25-34,30 days,Google Ads,"0,15","$17.710,00","2,76",Los Angeles,2021-01-22,347,6291,10,Outdoor Adventurers,1,January
107698,Innovate Industries,Influencer,Men 25-34,60 days,Google Ads,"0,04","$6.736,00","5,28",Miami,2021-01-23,731,1946,3,Outdoor Adventurers,1,January
107699,TechCorp,Email,Men 25-34,60 days,Email,"0,12","$13.031,00","6,88",Chicago,2021-01-24,369,6532,8,Outdoor Adventurers,1,January
107700,NexGen Systems,Display,All Ages,15 days,Facebook,"0,1","$16.192,00","6,13",Houston,2021-01-25,965,1989,7,Outdoor Adventurers,1,January
107701,Alpha Innovations,Influencer,Women 25-34,60 days,Facebook,"0,09","$5.026,00","2,96",Miami,2021-01-26,245,8076,1,Foodies,1,January
107702,DataTech Solutions,Social Media,Men 18-24,15 days,Google Ads,"0,04","$6.445,00","2,33",Chicago,2021-01-27,121,8825,1,Health & Wellness,1,January
107703,TechCorp,Email,Women 25-34,60 days,Facebook,"0,14","$17.897,00","3,46",Houston,2021-01-28,944,2707,9,Tech Enthusiasts,1,January
107704,TechCorp,Email,Men 18-24,60 days,Email,"0,1","$12.178,00","7,35",Chicago,2021-01-29,397,9411,2,Foodies,1,January
107705,DataTech Solutions,Social Media,All Ages,15 days,Email,"0,05","$9.899,00","2,07",Miami,2021-01-30,816,1041,2,Tech Enthusiasts,1,January
107706,Alpha Innovations,Search,Men 25-34,30 days,Google Ads,"0,06","$19.785,00","3,91",Houston,2021-01-31,372,2262,1,Foodies,1,January
108041,Innovate Industries,Display,Men 18-24,45 days,Google Ads,"0,1","$17.175,00","3,35",New York,2021-01-01,641,6696,3,Fashionistas,1,January
108042,NexGen Systems,Display,Women 35-44,60 days,Website,"0,05","$8.500,00","3,8",Houston,2021-01-02,869,8848,6,Fashionistas,1,January
108043,DataTech Solutions,Search,All Ages,60 days,Instagram,"0,08","$9.682,00","4,17",Miami,2021-01-03,142,2636,1,Tech Enthusiasts,1,January
108044,Innovate Industries,Search,Women 35-44,45 days,Instagram,"0,04","$9.681,00","2,36",Miami,2021-01-04,456,2343,10,Foodies,1,January
108045,NexGen Systems,Email,Men 18-24,15 days,Website,"0,09","$6.242,00","5,59",Chicago,2021-01-05,244,5793,3,Outdoor Adventurers,1,January
108046,DataTech Solutions,Influencer,Men 18-24,45 days,Facebook,"0,12","$5.709,00","7,57",Los Angeles,2021-01-06,585,5173,3,Tech Enthusiasts,1,January
108047,NexGen Systems,Social Media,Men 18-24,45 days,Website,"0,04","$10.235,00","6,27",Chicago,2021-01-07,750,7782,4,Outdoor Adventurers,1,January
108048,Alpha Innovations,Email,All Ages,60 days,Facebook,"0,06","$16.219,00","4,76",Chicago,2021-01-08,813,3198,3,Outdoor Adventurers,1,January
108049,NexGen Systems,Email,Women 25-34,60 days,Website,"0,15","$16.269,00","3,59",Houston,2021-01-09,627,1492,4,Foodies,1,January
108050,TechCorp,Email,Women 35-44,15 days,Instagram,"0,01","$15.248,00","7,79",New York,2021-01-10,978,9680,1,Fashionistas,1,January
108051,NexGen Systems,Email,Women 25-34,15 days,Email,"0,02","$16.542,00","5,84",Houston,2021-01-11,795,3814,9,Outdoor Adventurers,1,January
108052,TechCorp,Social Media,All Ages,30 days,YouTube,"0,05","$11.502,00","7,72",Los Angeles,2021-01-12,224,8961,6,Tech Enthusiasts,1,January
108053,DataTech Solutions,Influencer,All Ages,30 days,Instagram,"0,09","$17.831,00","3,03",Chicago,2021-01-13,425,5160,9,Tech Enthusiasts,1,January
108054,NexGen Systems,Social Media,Men 25-34,60 days,Google Ads,"0,1","$5.057,00","6,34",Los Angeles,2021-01-14,230,6045,1,Fashionistas,1,January
108055,Innovate Industries,Influencer,Men 18-24,45 days,Instagram,"0,09","$12.382,00","5,84",Chicago,2021-01-15,178,3241,4,Health & Wellness,1,January
108056,NexGen Systems,Email,Women 25-34,30 days,Email,"0,02","$7.287,00","3,72",Houston,2021-01-16,646,6676,6,Tech Enthusiasts,1,January
108057,Alpha Innovations,Search,Men 25-34,30 days,Google Ads,"0,12","$12.711,00","5,95",Los Angeles,2021-01-17,876,5223,9,Tech Enthusiasts,1,January
108058,Innovate Industries,Social Media,Women 35-44,60 days,Website,"0,02","$18.101,00","3,12",Chicago,2021-01-18,854,9494,2,Health & Wellness,1,January
108059,Alpha Innovations,Search,Men 25-34,15 days,Email,"0,12","$11.063,00","2,38",Los Angeles,2021-01-19,107,1073,6,Outdoor Adventurers,1,January
108060,Innovate Industries,Email,Men 25-34,30 days,YouTube,"0,09","$9.087,00","2,62",New York,2021-01-20,425,6131,3,Health & Wellness,1,January
108061,TechCorp,Social Media,Men 25-34,45 days,Instagram,"0,07","$10.304,00","7,84",New York,2021-01-21,220,1790,7,Tech Enthusiasts,1,January
108062,NexGen Systems,Search,Women 25-34,30 days,Instagram,"0,11","$13.845,00","5,31",Miami,2021-01-22,902,2868,8,Foodies,1,January
108063,DataTech Solutions,Social Media,Women 35-44,15 days,Website,"0,1","$18.413,00","6,42",Houston,2021-01-23,380,4786,1,Tech Enthusiasts,1,January
108064,TechCorp,Email,All Ages,45 days,Instagram,"0,13","$5.936,00","7,7",Los Angeles,2021-01-24,541,3730,5,Health & Wellness,1,January
108065,Innovate Industries,Search,Men 25-34,30 days,Email,"0,11","$12.479,00","2,33",Houston,2021-01-25,169,1696,7,Outdoor Adventurers,1,January
108066,TechCorp,Display,Women 25-34,15 days,Google Ads,"0,15","$7.651,00","3,7",Los Angeles,2021-01-26,763,7893,2,Foodies,1,January
108067,Alpha Innovations,Social Media,Women 35-44,60 days,Website,"0,11","$10.126,00","5,07",Miami,2021-01-27,636,4168,2,Health & Wellness,1,January
108068,NexGen Systems,Display,Men 18-24,15 days,Facebook,"0,03","$7.891,00","3,19",Los Angeles,2021-01-28,189,2351,7,Outdoor Adventurers,1,January
108069,Innovate Industries,Email,All Ages,60 days,Instagram,"0,08","$7.995,00","7,94",New York,2021-01-29,120,4342,4,Health & Wellness,1,January
108070,NexGen Systems,Influencer,Men 25-34,60 days,Instagram,"0,09","$15.181,00","5,92",Miami,2021-01-30,130,1874,2,Outdoor Adventurers,1,January
108071,NexGen Systems,Display,Women 25-34,60 days,Website,"0,08","$14.900,00","5,38",Los Angeles,2021-01-31,303,5285,6,Fashionistas,1,January
108406,Alpha Innovations,Email,All Ages,30 days,Email,"0,06","$17.682,00","7,19",Houston,2021-01-01,789,7912,2,Fashionistas,1,January
108407,TechCorp,Search,Women 35-44,15 days,YouTube,"0,07","$9.562,00","3,37",Los Angeles,2021-01-02,559,7279,9,Health & Wellness,1,January
108408,Alpha Innovations,Display,All Ages,15 days,Google Ads,"0,06","$16.208,00","6,87",Miami,2021-01-03,426,9912,2,Health & Wellness,1,January
108409,Alpha Innovations,Display,Men 18-24,30 days,Instagram,"0,08","$13.433,00","3,73",Los Angeles,2021-01-04,279,3441,7,Outdoor Adventurers,1,January
108410,Innovate Industries,Display,All Ages,15 days,YouTube,"0,1","$15.490,00","3,39",Chicago,2021-01-05,291,8681,7,Tech Enthusiasts,1,January
108411,Innovate Industries,Display,Women 25-34,45 days,Google Ads,"0,03","$19.412,00","5,45",Miami,2021-01-06,460,8517,2,Fashionistas,1,January
108412,TechCorp,Email,Women 25-34,30 days,Google Ads,"0,13","$5.010,00","7,76",Los Angeles,2021-01-07,294,3150,6,Tech Enthusiasts,1,January
108413,DataTech Solutions,Email,Women 25-34,30 days,Facebook,"0,02","$18.971,00","7,13",Houston,2021-01-08,796,2872,6,Outdoor Adventurers,1,January
108414,TechCorp,Display,Men 25-34,45 days,Facebook,"0,09","$14.719,00","5,21",New York,2021-01-09,502,3919,6,Foodies,1,January
108415,NexGen Systems,Influencer,Women 35-44,15 days,YouTube,"0,06","$18.342,00","7,46",New York,2021-01-10,632,3791,10,Health & Wellness,1,January
108416,Innovate Industries,Display,Men 18-24,30 days,Google Ads,"0,13","$10.003,00","7,58",Miami,2021-01-11,958,1456,6,Foodies,1,January
108417,DataTech Solutions,Influencer,All Ages,30 days,Facebook,"0,04","$12.194,00","7,98",Houston,2021-01-12,855,4528,3,Foodies,1,January
108418,NexGen Systems,Display,Women 35-44,60 days,Website,"0,03","$15.436,00","2,39",Houston,2021-01-13,567,1448,6,Health & Wellness,1,January
108419,Innovate Industries,Email,Women 35-44,30 days,Email,"0,11","$14.250,00","7,97",Houston,2021-01-14,973,8971,4,Fashionistas,1,January
108420,NexGen Systems,Influencer,Men 18-24,30 days,Facebook,"0,06","$17.373,00","2,69",Los Angeles,2021-01-15,289,9223,10,Health & Wellness,1,January
108421,DataTech Solutions,Email,All Ages,15 days,YouTube,"0,06","$18.880,00","7,78",New York,2021-01-16,110,8031,6,Fashionistas,1,January
108422,Innovate Industries,Search,All Ages,45 days,Facebook,"0,05","$10.758,00","3,93",Houston,2021-01-17,597,4231,2,Foodies,1,January
108423,TechCorp,Email,Women 35-44,45 days,Google Ads,"0,08","$18.642,00","7,77",Chicago,2021-01-18,771,1286,4,Outdoor Adventurers,1,January
108424,Alpha Innovations,Influencer,Women 25-34,15 days,Website,"0,14","$6.848,00","4,36",Chicago,2021-01-19,996,4912,6,Tech Enthusiasts,1,January
108425,TechCorp,Email,All Ages,45 days,Facebook,"0,13","$14.841,00","5,85",Los Angeles,2021-01-20,714,2206,8,Fashionistas,1,January
108426,Alpha Innovations,Email,Men 18-24,30 days,Website,"0,05","$6.006,00","2,52",New York,2021-01-21,114,4894,7,Outdoor Adventurers,1,January
108427,NexGen Systems,Email,Women 35-44,15 days,Instagram,"0,15","$15.652,00","5,53",Miami,2021-01-22,630,6200,2,Tech Enthusiasts,1,January
108428,DataTech Solutions,Social Media,Men 18-24,30 days,Google Ads,"0,02","$7.403,00","4,22",Los Angeles,2021-01-23,857,7992,5,Outdoor Adventurers,1,January
108429,NexGen Systems,Search,Women 25-34,45 days,Email,"0,14","$6.733,00","4,8",New York,2021-01-24,954,7046,3,Fashionistas,1,January
108430,Innovate Industries,Email,Men 18-24,30 days,Website,"0,08","$10.427,00","4,62",Los Angeles,2021-01-25,826,9732,4,Fashionistas,1,January
108431,DataTech Solutions,Search,Men 25-34,15 days,Facebook,"0,05","$8.661,00","4,9",Los Angeles,2021-01-26,657,3262,1,Foodies,1,January
108432,Alpha Innovations,Search,All Ages,45 days,Facebook,"0,04","$14.546,00","4,76",Chicago,2021-01-27,646,7724,3,Outdoor Adventurers,1,January
108433,DataTech Solutions,Email,All Ages,60 days,Email,"0,09","$10.184,00","5,69",Miami,2021-01-28,619,8937,5,Tech Enthusiasts,1,January
108434,DataTech Solutions,Influencer,Men 25-34,15 days,Email,"0,11","$17.471,00","4,27",New York,2021-01-29,825,2325,10,Outdoor Adventurers,1,January
108435,NexGen Systems,Search,Men 18-24,45 days,YouTube,"0,08","$12.699,00","3,69",New York,2021-01-30,808,8488,4,Tech Enthusiasts,1,January
108436,NexGen Systems,Display,Women 35-44,15 days,YouTube,"0,1","$10.373,00","3,65",Houston,2021-01-31,646,1903,2,Fashionistas,1,January
108771,TechCorp,Email,Men 25-34,30 days,Google Ads,"0,15","$16.390,00","2,24",Los Angeles,2021-01-01,313,4872,5,Outdoor Adventurers,1,January
108772,Innovate Industries,Search,All Ages,30 days,Email,"0,03","$13.442,00","2,97",Miami,2021-01-02,845,8344,1,Fashionistas,1,January
108773,Innovate Industries,Display,Men 25-34,45 days,Website,"0,02","$10.568,00","5,27",New York,2021-01-03,245,7488,4,Tech Enthusiasts,1,January
108774,TechCorp,Display,Women 25-34,60 days,Google Ads,"0,1","$5.367,00","6,51",Houston,2021-01-04,570,6446,7,Foodies,1,January
108775,Alpha Innovations,Email,Women 35-44,30 days,YouTube,"0,02","$13.488,00","2,48",Los Angeles,2021-01-05,896,3103,1,Tech Enthusiasts,1,January
108776,Alpha Innovations,Influencer,Women 25-34,15 days,Website,"0,07","$11.917,00","5,2",New York,2021-01-06,329,1896,5,Health & Wellness,1,January
108777,Innovate Industries,Email,Men 18-24,15 days,Instagram,"0,13","$8.403,00","3,28",Houston,2021-01-07,716,2009,3,Health & Wellness,1,January
108778,Alpha Innovations,Email,All Ages,60 days,YouTube,"0,13","$16.870,00","4,97",Chicago,2021-01-08,181,2153,4,Tech Enthusiasts,1,January
108779,DataTech Solutions,Display,All Ages,30 days,Google Ads,"0,13","$8.834,00","6,46",Miami,2021-01-09,424,6187,3,Tech Enthusiasts,1,January
108780,DataTech Solutions,Social Media,Women 25-34,30 days,Google Ads,"0,09","$13.208,00","2,51",Chicago,2021-01-10,946,5662,8,Tech Enthusiasts,1,January
108781,TechCorp,Influencer,Men 18-24,60 days,YouTube,"0,04","$5.664,00","2,53",New York,2021-01-11,620,1040,6,Outdoor Adventurers,1,January
108782,NexGen Systems,Search,Women 25-34,15 days,YouTube,"0,1","$7.032,00","5,61",Houston,2021-01-12,255,9558,4,Fashionistas,1,January
108783,TechCorp,Search,Women 35-44,30 days,Facebook,"0,09","$18.130,00","4,71",New York,2021-01-13,404,8226,7,Tech Enthusiasts,1,January
108784,TechCorp,Social Media,Men 25-34,15 days,Google Ads,"0,1","$13.476,00","3,21",New York,2021-01-14,369,1588,8,Outdoor Adventurers,1,January
108785,DataTech Solutions,Email,Women 25-34,30 days,Instagram,"0,08","$7.326,00","5,53",New York,2021-01-15,459,5354,5,Foodies,1,January
108786,DataTech Solutions,Email,All Ages,15 days,Google Ads,"0,07","$16.674,00","5,08",Chicago,2021-01-16,868,8502,7,Foodies,1,January
108787,NexGen Systems,Search,Men 18-24,60 days,Website,"0,14","$16.214,00","7,96",Los Angeles,2021-01-17,939,5746,6,Tech Enthusiasts,1,January
108788,NexGen Systems,Display,Women 25-34,45 days,YouTube,"0,08","$7.618,00","7,88",New York,2021-01-18,308,1990,1,Fashionistas,1,January
108789,Innovate Industries,Display,Women 25-34,30 days,Website,"0,15","$7.882,00","6,84",Chicago,2021-01-19,875,2204,7,Fashionistas,1,January
108790,Innovate Industries,Social Media,Men 18-24,15 days,Instagram,"0,01","$18.578,00","2,99",Miami,2021-01-20,302,1776,9,Tech Enthusiasts,1,January
108791,Alpha Innovations,Email,Women 25-34,15 days,YouTube,"0,14","$13.642,00","7,73",Chicago,2021-01-21,176,6226,2,Tech Enthusiasts,1,January
108792,Alpha Innovations,Display,Men 18-24,30 days,YouTube,"0,05","$9.152,00","2,48",New York,2021-01-22,558,7450,7,Tech Enthusiasts,1,January
108793,NexGen Systems,Influencer,All Ages,45 days,Email,"0,01","$5.451,00","5,23",Miami,2021-01-23,514,9231,9,Foodies,1,January
108794,TechCorp,Search,Men 18-24,60 days,YouTube,"0,03","$15.997,00","7,74",Los Angeles,2021-01-24,916,8753,5,Health & Wellness,1,January
108795,TechCorp,Social Media,Women 25-34,45 days,Website,"0,06","$7.177,00","2,74",Miami,2021-01-25,759,4430,6,Fashionistas,1,January
108796,TechCorp,Search,Men 25-34,45 days,Instagram,"0,04","$18.147,00","6,83",Los Angeles,2021-01-26,739,4706,1,Health & Wellness,1,January
108797,Alpha Innovations,Display,Women 35-44,15 days,Website,"0,14","$15.004,00","5,03",New York,2021-01-27,542,7421,6,Foodies,1,January
108798,TechCorp,Display,Men 18-24,15 days,Website,"0,12","$18.074,00","2,63",Miami,2021-01-28,133,5087,2,Outdoor Adventurers,1,January
108799,Alpha Innovations,Display,Women 25-34,15 days,YouTube,"0,02","$8.958,00","3,4",Chicago,2021-01-29,287,6623,9,Health & Wellness,1,January
108800,Innovate Industries,Social Media,Women 35-44,15 days,Website,"0,01","$12.712,00","2,62",Miami,2021-01-30,956,6284,4,Outdoor Adventurers,1,January
108801,Innovate Industries,Display,Men 18-24,60 days,Google Ads,"0,02","$12.341,00","3,03",Miami,2021-01-31,217,5630,3,Tech Enthusiasts,1,January
109136,DataTech Solutions,Email,Women 25-34,45 days,Google Ads,"0,06","$11.002,00","4,03",Houston,2021-01-01,626,5292,2,Foodies,1,January
109137,NexGen Systems,Influencer,All Ages,15 days,Facebook,"0,04","$17.873,00","7,57",Chicago,2021-01-02,985,7986,10,Tech Enthusiasts,1,January
109138,DataTech Solutions,Display,Women 25-34,60 days,Email,"0,12","$11.862,00","6,33",Chicago,2021-01-03,668,7830,1,Fashionistas,1,January
109139,DataTech Solutions,Email,All Ages,15 days,Facebook,"0,13","$19.005,00","4,55",Miami,2021-01-04,750,9307,3,Fashionistas,1,January
109140,DataTech Solutions,Influencer,All Ages,15 days,YouTube,"0,1","$8.712,00","5,88",Los Angeles,2021-01-05,823,5914,8,Foodies,1,January
109141,Alpha Innovations,Email,Men 18-24,60 days,Instagram,"0,1","$9.627,00","3,51",Chicago,2021-01-06,144,3286,9,Foodies,1,January
109142,DataTech Solutions,Display,Men 25-34,15 days,Email,"0,03","$11.195,00","2,56",Miami,2021-01-07,618,2404,9,Outdoor Adventurers,1,January
109143,TechCorp,Display,Women 25-34,45 days,Facebook,"0,13","$8.708,00","4,45",Houston,2021-01-08,301,6161,4,Health & Wellness,1,January
109144,NexGen Systems,Influencer,Women 25-34,45 days,Email,"0,08","$12.981,00","5,31",New York,2021-01-09,263,2033,4,Tech Enthusiasts,1,January
109145,Innovate Industries,Social Media,Women 35-44,60 days,Instagram,"0,1","$7.287,00","3,57",New York,2021-01-10,159,1184,6,Foodies,1,January
109146,Alpha Innovations,Email,Men 25-34,30 days,Instagram,"0,08","$13.270,00","7,46",Los Angeles,2021-01-11,939,7119,9,Health & Wellness,1,January
109147,Alpha Innovations,Search,All Ages,60 days,Website,"0,1","$19.700,00","4,36",New York,2021-01-12,824,9125,8,Outdoor Adventurers,1,January
109148,TechCorp,Email,Men 25-34,15 days,YouTube,"0,09","$19.339,00","7,76",Chicago,2021-01-13,551,1874,10,Fashionistas,1,January
109149,Alpha Innovations,Social Media,Women 25-34,30 days,Facebook,"0,02","$15.454,00","7,02",Houston,2021-01-14,584,8933,6,Tech Enthusiasts,1,January
109150,Alpha Innovations,Display,Women 35-44,30 days,Google Ads,"0,13","$5.096,00","7,68",Chicago,2021-01-15,838,3024,3,Outdoor Adventurers,1,January
109151,NexGen Systems,Email,Women 25-34,60 days,Facebook,"0,08","$18.828,00","7,74",New York,2021-01-16,257,6282,6,Health & Wellness,1,January
109152,DataTech Solutions,Influencer,Women 35-44,45 days,Google Ads,"0,13","$7.940,00","2,36",New York,2021-01-17,512,9353,7,Health & Wellness,1,January
109153,Innovate Industries,Email,Women 25-34,15 days,Instagram,"0,14","$17.059,00","4,54",Miami,2021-01-18,124,1196,7,Fashionistas,1,January
109154,DataTech Solutions,Influencer,Women 35-44,60 days,Google Ads,"0,02","$6.953,00","2,47",Miami,2021-01-19,365,9386,2,Foodies,1,January
109155,NexGen Systems,Display,All Ages,15 days,YouTube,"0,03","$11.979,00","7,1",Los Angeles,2021-01-20,600,1124,9,Health & Wellness,1,January
109156,TechCorp,Email,Men 25-34,60 days,Instagram,"0,11","$17.364,00","7,36",Los Angeles,2021-01-21,345,9689,5,Fashionistas,1,January
109157,NexGen Systems,Social Media,Women 25-34,60 days,Email,"0,07","$17.603,00","7,74",New York,2021-01-22,363,9210,2,Health & Wellness,1,January
109158,Innovate Industries,Display,Men 25-34,60 days,Website,"0,08","$6.343,00","7,8",Chicago,2021-01-23,423,4382,9,Outdoor Adventurers,1,January
109159,DataTech Solutions,Social Media,Men 18-24,30 days,YouTube,"0,01","$7.678,00","3,51",Los Angeles,2021-01-24,371,1168,2,Health & Wellness,1,January
109160,DataTech Solutions,Email,All Ages,15 days,Website,"0,08","$13.443,00","5,92",Chicago,2021-01-25,475,8101,3,Outdoor Adventurers,1,January
109161,NexGen Systems,Influencer,Men 18-24,60 days,Facebook,"0,03","$10.931,00","2,87",Los Angeles,2021-01-26,736,8170,9,Tech Enthusiasts,1,January
109162,TechCorp,Influencer,Men 18-24,45 days,Instagram,"0,06","$16.204,00","3,06",Miami,2021-01-27,151,5462,10,Foodies,1,January
109163,Alpha Innovations,Influencer,Women 25-34,30 days,YouTube,"0,08","$17.093,00","5,72",Miami,2021-01-28,855,9360,5,Foodies,1,January
109164,Alpha Innovations,Display,All Ages,45 days,Website,"0,02","$9.026,00","4,93",Chicago,2021-01-29,825,7215,4,Tech Enthusiasts,1,January
109165,Alpha Innovations,Influencer,Men 18-24,45 days,YouTube,"0,11","$19.699,00","2,54",Miami,2021-01-30,551,4079,1,Outdoor Adventurers,1,January
109166,Alpha Innovations,Influencer,Women 25-34,45 days,Website,"0,15","$6.821,00","7,47",New York,2021-01-31,125,6634,7,Foodies,1,January
109501,Innovate Industries,Display,Men 25-34,15 days,Facebook,"0,1","$18.467,00","5,08",Houston,2021-01-01,766,3714,3,Health & Wellness,1,January
109502,Alpha Innovations,Social Media,Women 35-44,60 days,Instagram,"0,13","$16.118,00","3,56",Los Angeles,2021-01-02,401,8397,2,Tech Enthusiasts,1,January
109503,Alpha Innovations,Display,Women 25-34,15 days,Email,"0,1","$7.074,00","6,09",New York,2021-01-03,298,7113,8,Outdoor Adventurers,1,January
109504,Innovate Industries,Influencer,Men 18-24,30 days,Instagram,"0,12","$10.062,00","4,53",Chicago,2021-01-04,171,7680,8,Outdoor Adventurers,1,January
109505,TechCorp,Social Media,Women 25-34,45 days,Google Ads,"0,08","$16.055,00","2,76",New York,2021-01-05,813,1700,9,Foodies,1,January
109506,Innovate Industries,Influencer,Men 18-24,15 days,Website,"0,03","$19.449,00","3,27",Chicago,2021-01-06,840,7615,3,Health & Wellness,1,January
109507,Innovate Industries,Email,Women 25-34,15 days,Email,"0,09","$11.446,00","5,5",Houston,2021-01-07,891,8637,2,Tech Enthusiasts,1,January
109508,DataTech Solutions,Email,Women 25-34,45 days,Google Ads,"0,13","$14.426,00","2,69",Miami,2021-01-08,918,6735,5,Outdoor Adventurers,1,January
109509,Alpha Innovations,Search,Men 18-24,60 days,Google Ads,"0,09","$5.427,00","7,19",Chicago,2021-01-09,206,3320,2,Fashionistas,1,January
109510,Innovate Industries,Influencer,All Ages,45 days,Facebook,"0,06","$12.619,00","5,57",New York,2021-01-10,729,2879,10,Foodies,1,January
109511,TechCorp,Influencer,Men 18-24,60 days,Facebook,"0,07","$16.164,00","6,66",Miami,2021-01-11,122,9489,9,Health & Wellness,1,January
109512,TechCorp,Social Media,Men 25-34,45 days,Website,"0,05","$18.954,00","2,36",Houston,2021-01-12,134,9816,8,Health & Wellness,1,January
109513,Alpha Innovations,Email,All Ages,30 days,Instagram,"0,14","$13.457,00","5,16",Miami,2021-01-13,217,7128,3,Outdoor Adventurers,1,January
109514,TechCorp,Search,Women 25-34,15 days,Instagram,"0,07","$5.942,00","4,76",New York,2021-01-14,864,9020,10,Health & Wellness,1,January
109515,NexGen Systems,Email,Men 18-24,15 days,Email,"0,1","$12.810,00","2,6",Miami,2021-01-15,928,5557,9,Health & Wellness,1,January
